Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
PS,1998.0,0.0,0.0,0.14,0.01,Racing
PS2,,0.11,0.09,0.0,0.03,Adventure
PC,2016.0,0.0,0.03,0.0,0.0,Racing
3DS,2011.0,0.09,0.03,0.0,0.01,Action
GBA,2001.0,0.01,0.0,0.0,0.0,Action
X360,2013.0,0.0,0.01,0.0,0.0,Action
PS4,2016.0,0.04,0.0,0.0,0.01,Action
DS,2007.0,0.32,0.02,0.0,0.03,Platform
PS3,2012.0,0.0,0.0,0.03,0.0,Action
PS2,2002.0,0.22,0.17,0.0,0.06,Adventure
GBA,2003.0,0.06,0.02,0.0,0.0,Action
PS2,2006.0,0.0,0.0,0.23,0.0,Action
PS3,2014.0,0.0,0.0,0.03,0.0,Adventure
XB,2003.0,0.57,0.33,0.0,0.04,Action
3DS,2014.0,0.0,0.0,0.02,0.0,Action
PS2,2001.0,0.13,0.1,0.0,0.03,Racing
PS4,2016.0,0.02,0.0,0.0,0.0,Action
Wii,2011.0,0.08,0.04,0.0,0.01,Adventure
Wii,2009.0,0.08,0.0,0.0,0.01,Racing
XB,2004.0,0.06,0.02,0.0,0.0,Action
WiiU,2009.0,0.67,0.3,0.24,0.81,Racing
N64,1998.0,0.25,0.06,0.0,0.0,Racing
NES,1984.0,0.0,0.0,1.52,0.0,Racing
PS3,2014.0,0.0,0.0,0.01,0.0,Adventure
X360,2011.0,0.11,0.05,0.0,0.01,Action
PS3,2009.0,0.15,0.12,0.0,0.05,Action
X360,2007.0,0.23,0.02,0.0,0.02,Action
Wii,2006.0,0.06,0.01,0.0,0.01,Platform
Wii,,1.51,0.61,0.0,0.21,Action
PS,1998.0,0.17,0.12,0.0,0.02,Racing
Wii,2008.0,0.0,0.0,0.01,0.0,Racing
NES,1984.0,0.0,0.0,0.69,,Platform
Wii,2010.0,0.14,0.0,0.0,0.01,Adventure
PSV,2014.0,0.03,0.01,0.06,0.01,Action
GBA,2003.0,0.04,0.01,0.0,0.0,Action
PSP,2012.0,0.0,0.0,0.2,0.0,Action
PS,1997.0,0.0,0.0,0.16,0.01,Action
SAT,2003.0,0.24,0.46,0.63,0.51,Racing
X360,2009.0,0.62,0.26,0.0,0.09,Action
DS,,0.21,0.04,0.26,0.03,Adventure
PS2,2006.0,1.06,0.82,0.05,0.28,Action
DS,2008.0,0.03,0.0,0.0,0.0,Action
GBA,2002.0,0.12,0.04,0.0,0.0,Racing
PS2,2005.0,0.15,0.12,0.0,0.04,Adventure
PS2,1994.0,0.07,0.01,0.12,0.92,Platform
GBA,2004.0,0.44,0.16,0.0,0.01,Platform
TG16,2008.0,0.22,0.85,0.43,0.99,Action
PS,1995.0,0.0,0.0,0.42,0.03,Action
PS4,2015.0,0.12,0.13,0.0,0.05,Action
X360,2010.0,0.41,0.27,0.0,0.07,Action
DS,2010.0,0.09,0.0,0.0,0.01,Action
Wii,2015.0,0.0,0.03,0.0,0.0,Action
GC,2005.0,0.09,0.02,0.0,0.0,Action
X360,2011.0,0.0,0.04,0.0,0.0,Adventure
X360,2012.0,0.16,0.0,0.0,0.01,Action
PS4,2014.0,0.04,0.05,0.04,0.02,Action
Wii,2010.0,0.04,0.0,0.0,0.0,Platform
X360,2014.0,0.48,0.33,0.0,0.08,Action
PSP,2006.0,0.04,0.0,0.0,0.0,Action
PS4,2016.0,0.15,0.15,0.03,0.06,Adventure
Wii,2008.0,0.0,0.0,0.13,0.0,Adventure
DS,2009.0,,0.0,,0.01,Racing
X360,2007.0,0.26,0.0,0.0,0.02,Racing
GBA,2004.0,0.04,0.02,0.0,0.0,Action
PS2,2006.0,0.2,0.16,0.0,0.05,Action
XB,2005.0,0.23,0.07,0.0,0.01,Action
PS2,2005.0,0.43,0.34,0.0,0.11,Action
PS3,2014.0,0.0,0.0,0.12,0.0,Action
PSP,2008.0,0.04,0.03,0.04,0.02,Platform
WiiU,2014.0,0.17,0.0,0.08,0.02,Action
PS2,1995.0,0.26,0.42,0.9,0.66,Platform
SNES,2014.0,1.35,0.61,1.02,0.17,Adventure
PS,2001.0,0.02,0.01,0.0,0.0,Action
DS,2009.0,0.1,0.0,0.0,0.01,Racing
XOne,2016.0,0.01,0.0,0.0,0.0,Action
DS,2011.0,0.08,0.01,0.0,0.01,Action
2600,1972.0,0.8,0.36,0.85,0.62,Racing
PSP,2009.0,0.0,0.0,0.04,0.0,Action
PS,1998.0,1.45,0.04,0.0,0.04,Racing
PSV,2012.0,0.0,0.28,0.05,0.11,Action
PS,1997.0,2.3,2.46,0.2,0.28,Action
PS,1998.0,0.09,0.06,0.0,0.01,Racing
PSV,2014.0,0.04,0.02,0.0,0.02,Action
DS,2004.0,0.31,0.22,0.0,0.06,Racing
GBA,2003.0,0.02,0.01,0.0,0.0,Racing
GC,2003.0,1.01,0.11,0.45,0.04,Racing
DS,2008.0,0.07,0.0,0.0,0.01,Action
PSV,2012.0,0.1,0.05,0.0,0.04,Action
GBA,2003.0,0.17,0.06,0.0,0.0,Action
PSP,2012.0,0.0,0.0,0.01,0.0,Action
PS2,2001.0,0.34,0.27,0.0,0.09,Racing
DS,2009.0,0.04,0.0,0.0,0.0,Action
PS,2001.0,0.1,0.07,0.0,0.01,Action
PS4,2015.0,0.5,1.5,0.05,0.37,Racing
PSV,2016.0,0.0,0.0,0.03,0.0,Action
DS,2007.0,0.0,0.0,0.01,0.0,Action
X360,2015.0,0.06,0.01,0.0,0.01,Action
PS2,2001.0,0.6,0.47,0.0,0.16,Platform
3DS,2011.0,0.02,0.0,0.0,0.0,Action
X360,2011.0,0.54,0.39,0.0,0.09,Action
GBA,2005.0,0.04,0.02,0.0,0.0,Action
DS,2010.0,0.92,0.73,0.0,0.17,Platform
Wii,2011.0,0.01,0.0,0.0,0.0,Racing
N64,1997.0,0.06,0.01,0.0,0.0,Racing
PS2,2006.0,0.28,0.22,0.11,0.07,Racing
PS,2000.0,1.93,1.58,0.0,0.19,Platform
PS2,2004.0,0.32,0.25,0.0,0.08,Platform
PS2,2005.0,0.24,0.18,0.91,0.06,Action
PS3,2011.0,0.0,0.0,0.1,0.0,Action
PS3,2014.0,0.0,0.0,0.04,0.0,Adventure
DC,1998.0,0.0,0.0,0.06,0.0,Racing
XB,2004.0,0.03,0.01,0.0,0.0,Platform
PSP,2010.0,0.0,0.0,0.01,0.0,Adventure
GC,2003.0,0.24,0.06,0.07,0.01,Adventure
PSP,2012.0,0.0,0.0,0.01,0.0,Adventure
PS2,2008.0,0.0,0.0,0.01,0.0,Platform
PS3,2008.0,2.63,1.71,0.83,0.82,Action
N64,1999.0,0.4,0.2,0.0,0.02,Racing
3DS,2016.0,0.0,0.0,0.04,0.0,Action
WiiU,2014.0,,0.09,0.0,0.03,Action
PS2,2005.0,0.45,0.02,0.0,0.07,Racing
Wii,,0.0,0.0,0.08,0.0,Action
DS,2006.0,0.04,0.0,0.0,0.0,Action
PSP,2010.0,0.0,0.0,0.05,0.0,Action
GBA,2003.0,0.39,0.15,0.0,0.01,Platform
PS2,2006.0,0.11,0.09,0.12,0.03,Action
Wii,2010.0,0.16,0.1,0.0,0.03,Action
PSP,2011.0,0.0,0.0,0.04,0.0,Adventure
PS,2000.0,0.25,0.17,0.0,0.03,Racing
3DS,2012.0,0.0,0.0,0.03,0.0,Adventure
PS2,2002.0,0.13,0.1,0.74,0.03,Action
PS2,2006.0,0.02,0.01,0.0,0.0,Action
XB,2002.0,0.07,0.02,0.0,0.0,Action
PS,1995.0,0.0,0.0,0.03,0.0,Adventure
X360,2011.0,0.0,0.05,0.0,0.01,Racing
PS,2001.0,0.02,0.01,0.0,0.0,Adventure
PS2,2007.0,0.19,0.15,0.0,0.05,Action
GBA,2001.0,0.08,0.03,0.0,0.0,Racing
N64,2001.0,0.13,0.03,0.0,0.0,Action
GC,2002.0,0.16,0.04,0.0,0.01,Racing
PS,2001.0,0.07,0.05,0.0,0.01,Platform
XOne,2015.0,0.0,0.01,0.0,0.0,Action
WiiU,2016.0,0.0,0.01,0.0,0.0,Action
Wii,2008.0,0.08,0.0,0.0,0.01,Adventure
XB,2001.0,0.25,0.1,0.0,0.01,Platform
GBA,2001.0,0.11,0.04,0.0,0.0,Action
3DS,2015.0,0.0,0.0,0.15,0.0,Action
PSP,2007.0,0.03,0.14,0.0,0.07,Racing
PSP,2008.0,0.06,0.0,0.0,0.01,Action
GBA,2005.0,0.33,0.12,0.0,0.01,Platform
XB,2003.0,0.05,0.01,0.0,0.0,Action
Wii,2011.0,0.12,0.16,0.0,0.04,Action
PSP,2010.0,0.0,0.0,0.03,0.0,Adventure
PS2,2004.0,0.03,0.03,0.0,0.01,Adventure
PS4,2015.0,0.02,0.0,0.05,0.01,Action
DS,2006.0,0.08,0.01,0.0,0.01,Adventure
DS,2009.0,0.0,0.0,0.12,0.0,Action
PS4,2015.0,0.24,0.29,0.01,0.1,Action
Wii,2008.0,0.17,0.0,0.0,0.01,Racing
PSP,2013.0,0.0,0.0,0.01,0.0,Adventure
PS2,1988.0,0.15,0.42,0.72,0.65,Racing
DS,2008.0,0.35,,0.0,0.06,Adventure
PC,2002.0,0.0,0.04,0.0,0.01,Action
GC,2004.0,0.84,0.22,0.24,0.04,Platform
DS,2010.0,0.07,0.0,0.0,0.0,Adventure
XOne,2014.0,0.5,0.78,0.01,0.11,Racing
DS,2007.0,0.0,0.0,0.03,0.0,Adventure
X360,2011.0,0.07,0.04,0.0,0.01,Action
PSV,2015.0,0.0,0.0,0.02,0.0,Action
PS4,2016.0,0.0,0.0,0.02,0.0,Action
PS2,2008.0,0.1,0.08,0.0,0.03,Action
Wii,2011.0,0.05,0.0,0.0,0.0,Adventure
PC,2012.0,0.01,0.11,0.0,0.02,Racing
PSP,2007.0,0.06,0.2,0.0,0.11,Racing
PS2,2004.0,0.19,0.15,0.0,0.05,Racing
XB,2005.0,0.08,0.02,0.0,0.0,Action
DS,2008.0,0.02,0.0,0.0,0.0,Action
PS3,2012.0,0.35,0.35,0.01,0.14,Action
PS4,2015.0,0.2,0.7,0.02,0.16,Racing
Wii,2007.0,0.32,0.0,0.0,0.02,Action
DS,2007.0,0.0,0.0,0.03,,Action
SAT,1998.0,0.0,0.0,0.06,0.0,Platform
PS3,2009.0,0.0,0.0,0.03,0.0,Action
X360,2010.0,0.11,0.03,0.02,0.01,Action
PS4,2015.0,0.06,0.0,0.0,0.01,Action
DS,2011.0,0.0,0.02,0.0,0.0,Adventure
DS,2005.0,0.05,0.0,0.0,0.0,Action
Wii,2008.0,0.3,0.22,0.0,0.06,Action
PSV,2016.0,0.0,0.0,0.1,0.0,Action
X360,2013.0,0.35,0.27,0.0,0.06,Action
PS2,2002.0,0.03,0.02,0.0,0.01,Racing
PS,1997.0,0.18,0.12,0.0,0.02,Adventure
PC,2016.0,0.0,0.03,0.0,0.0,Racing
DS,2007.0,0.0,0.0,0.04,0.0,Action
PS3,2010.0,0.0,0.0,0.03,0.0,Action
X360,2009.0,0.18,0.17,0.0,0.04,Action
Wii,2014.0,0.0,0.01,0.0,0.0,Action
WiiU,2006.0,0.43,0.43,0.83,0.9,Adventure
DS,2004.0,0.41,0.02,0.03,0.04,Action
PSV,2015.0,0.0,0.0,0.01,0.0,Action
GBA,2001.0,0.29,0.11,0.0,0.01,Action
PSP,2009.0,0.0,0.0,0.08,0.0,Adventure
Wii,2008.0,0.23,0.17,0.14,0.05,Platform
PS3,2007.0,0.0,0.0,0.08,0.0,Adventure
SAT,2001.0,0.78,0.02,0.23,0.6,Action
PSP,2007.0,0.23,0.3,0.0,0.18,Action
XB,2005.0,0.15,0.04,0.0,0.01,Action
N64,2000.0,1.13,0.38,0.02,0.03,Action
DS,2008.0,0.07,0.0,0.0,0.01,Action
PC,2005.0,0.01,0.0,0.0,0.0,Action
PSV,2016.0,0.0,0.03,0.01,0.01,Adventure
3DS,2012.0,0.3,0.22,0.3,0.05,Action
PS4,2016.0,0.25,0.0,0.0,0.06,Action
PSP,2010.0,0.08,0.0,0.0,0.01,Racing
3DS,2013.0,0.04,0.07,0.03,0.01,Action
3DS,2013.0,0.0,0.0,0.22,0.0,Action
GBA,2004.0,0.05,0.02,0.0,0.0,Action
Wii,2008.0,0.47,0.0,0.0,0.04,Action
DS,2007.0,0.28,0.02,0.33,0.03,Platform
X360,2009.0,0.2,0.02,0.0,0.02,Action
WiiU,2013.0,0.31,0.35,0.02,,Action
PSP,2007.0,0.13,0.12,0.0,0.06,Racing
PC,2016.0,0.0,0.02,0.0,0.0,Adventure
TG16,1995.0,0.0,0.0,0.14,0.0,Adventure
PS4,2016.0,0.0,0.0,0.03,0.0,Action
PS,1996.0,0.07,0.05,0.38,0.03,Adventure
Wii,2007.0,0.56,0.0,0.0,0.04,Action
PSP,2009.0,0.21,0.12,0.0,0.07,Action
PSP,2009.0,0.0,0.0,0.02,0.0,Adventure
PS2,2002.0,0.03,0.03,0.0,0.01,Action
PS,2000.0,0.14,0.09,0.0,0.02,Racing
PS2,2005.0,0.09,0.07,0.0,0.02,Racing
GBA,2003.0,0.33,0.12,0.0,0.01,Racing
PSP,2009.0,0.0,0.0,0.23,0.0,Adventure
DS,2008.0,0.03,0.02,0.0,0.0,Adventure
PS3,2013.0,0.06,0.01,0.0,0.02,Action
XB,2006.0,0.05,0.01,0.0,0.0,Racing
3DS,2013.0,0.0,0.0,0.05,0.0,Action
PS2,2005.0,0.04,0.03,0.0,0.01,Platform
Wii,2009.0,0.06,0.04,0.0,0.01,Adventure
PSV,2014.0,0.02,0.09,0.0,0.03,Action
PC,2009.0,0.0,0.28,0.0,,Action
PC,2008.0,0.0,0.01,0.0,0.0,Platform
PS2,2008.0,0.19,0.15,0.0,0.05,Platform
2600,1982.0,1.48,0.09,0.0,0.02,Platform
PS,1998.0,1.63,1.53,0.0,0.18,Adventure
PS3,2016.0,0.16,0.0,0.0,0.04,Action
PSP,2010.0,0.09,0.13,0.01,0.07,Action
PS4,2016.0,0.04,0.11,0.11,0.03,Action
PSP,2010.0,0.18,0.12,0.0,0.07,Action
XB,2003.0,0.11,0.03,0.0,0.01,Action
PS2,2006.0,0.02,0.01,0.01,0.0,Racing
Wii,2009.0,0.11,0.14,0.0,0.03,Action
DS,2007.0,0.04,0.0,0.0,0.0,Platform
PSP,2010.0,0.08,0.02,0.0,0.02,Action
PS2,2006.0,0.15,0.12,0.0,0.04,Adventure
DS,2011.0,0.05,0.02,0.0,0.01,Adventure
PSP,2012.0,0.0,0.0,0.14,0.0,Action
DS,2007.0,0.0,0.0,0.05,0.0,Action
2600,1974.0,0.6,0.19,0.72,0.54,Adventure
Wii,2011.0,0.17,0.0,0.0,0.01,Racing
Wii,2004.0,0.25,0.21,0.21,0.07,Platform
PS3,2013.0,0.33,0.69,0.05,0.19,Racing
PSV,2015.0,0.02,0.02,0.06,0.01,Adventure
N64,2000.0,0.08,0.02,0.0,0.0,Racing
DS,2008.0,0.0,0.0,0.07,0.0,Adventure
PS3,2015.0,0.0,0.0,0.02,0.0,Action
Wii,2007.0,0.3,0.01,0.0,0.03,Action
XB,2003.0,0.02,0.0,0.0,0.0,Racing
XOne,2015.0,0.04,0.05,0.0,0.01,Racing
XB,2005.0,0.1,0.03,0.0,0.0,Platform
PS3,2007.0,1.28,1.82,0.57,0.52,Racing
WiiU,2011.0,0.87,0.85,0.17,0.1,Platform
GBA,2005.0,0.17,0.06,0.0,0.0,Platform
PS,,0.1,0.07,0.0,0.01,Action
Wii,2009.0,0.1,0.01,0.0,0.01,Adventure
PS,1996.0,0.45,0.3,0.22,0.07,Action
PS3,2009.0,0.14,0.03,0.0,0.02,Racing
PS3,2015.0,0.0,0.0,0.49,0.0,Action
SAT,1996.0,0.0,0.0,0.36,0.0,Adventure
PS4,2015.0,0.24,0.37,0.0,0.12,Action
PS,2001.0,0.07,0.05,0.0,0.01,Adventure
DS,2007.0,0.56,0.77,0.0,0.17,Action
PS,1999.0,0.66,0.45,0.0,0.08,Adventure
PS2,2009.0,0.0,0.0,0.01,0.0,Adventure
PS,1997.0,3.79,0.27,0.0,0.11,Action
Wii,2003.0,0.21,0.39,0.06,0.32,Action
PS4,2015.0,0.01,0.0,0.08,0.0,Action
PS2,2001.0,0.08,0.06,0.0,0.02,Racing
PS3,2009.0,0.21,0.22,0.05,0.09,Action
Wii,2010.0,0.03,0.0,0.0,0.0,Adventure
DS,2008.0,0.0,0.0,0.02,0.0,Action
PS2,2008.0,0.0,0.0,0.4,0.0,Action
PC,2008.0,0.0,0.07,0.0,0.01,Racing
3DS,2011.0,0.0,0.0,0.06,0.0,Action
PSP,2011.0,0.0,0.0,0.02,0.0,Adventure
N64,1999.0,0.17,0.04,0.0,0.0,Platform
SAT,1997.0,0.0,0.0,0.07,0.0,Adventure
XB,2001.0,1.37,0.61,0.05,0.09,Racing
XOne,2016.0,0.04,0.08,0.0,0.01,Racing
DS,2008.0,0.18,0.03,0.0,0.02,Racing
PSV,2013.0,0.0,0.0,0.09,0.0,Action
GC,2003.0,0.06,0.02,0.0,0.0,Racing
XOne,2016.0,0.08,0.05,0.0,0.01,Action
WiiU,2013.0,0.04,0.03,0.0,0.01,Platform
PS2,2006.0,0.0,0.0,0.08,0.0,Action
PSV,2007.0,0.94,0.86,0.35,0.21,Racing
3DS,2013.0,0.24,0.14,0.07,0.03,Platform
PSP,2012.0,0.0,0.0,0.02,0.0,Action
DS,2011.0,0.0,0.04,0.0,0.0,Platform
GBA,2004.0,0.0,0.0,0.1,0.0,Adventure
PSV,2013.0,0.0,0.0,0.08,0.0,Action
Wii,2008.0,0.34,0.17,0.0,0.05,Platform
DS,2007.0,0.06,0.0,0.0,0.0,Adventure
PC,,0.0,0.01,0.0,0.0,Racing
2600,1972.0,0.78,0.26,0.26,0.1,Action
PS4,2015.0,0.13,0.24,0.1,0.07,Action
Wii,2010.0,0.14,0.03,0.0,0.01,Racing
PC,1996.0,0.96,0.07,0.0,0.0,Action
PS,2000.0,0.09,0.06,0.0,0.01,Action
DS,2008.0,0.18,0.11,0.0,0.03,Action
DS,2009.0,0.0,0.0,0.09,0.0,Action
PSV,2014.0,0.02,0.0,0.04,0.01,Action
PSV,2015.0,0.0,0.0,0.01,0.0,Action
PS3,2009.0,0.44,0.39,0.21,0.16,Action
N64,1991.0,0.33,0.26,0.83,0.28,Adventure
GC,,0.01,0.0,0.0,0.0,Action
Wii,2012.0,0.33,0.0,0.33,0.02,Action
XB,2004.0,0.07,0.02,0.0,0.0,Racing
GC,2003.0,0.11,0.03,0.0,0.0,Action
2600,,0.3,0.02,0.0,0.0,Racing
PSV,2012.0,0.13,0.17,0.0,0.05,Racing
PS2,2005.0,0.02,0.01,0.0,0.0,Action
PS2,2001.0,6.85,5.09,1.87,1.16,Racing
Wii,2011.0,0.08,0.0,0.0,0.01,Action
PSV,2004.0,0.75,0.14,0.6,0.47,Platform
PS3,2013.0,0.12,0.1,0.34,0.05,Action
PS2,1992.0,0.86,0.07,0.63,0.85,Adventure
DS,2009.0,0.16,0.15,0.0,0.04,Action
N64,1997.0,0.11,0.13,0.0,0.01,Racing
X360,2011.0,0.09,0.03,0.03,0.01,Action
GBA,2004.0,0.42,0.15,0.0,0.01,Adventure
PS3,2012.0,0.0,0.02,0.0,0.01,Action
PS2,2008.0,0.0,0.0,0.02,0.0,Adventure
Wii,2011.0,0.0,0.0,0.08,0.0,Action
XOne,2014.0,2.81,2.19,0.0,0.47,Action
PSP,2011.0,0.0,0.0,0.02,0.0,Adventure
TG16,2004.0,0.45,0.85,0.04,0.85,Racing
X360,2008.0,0.54,0.32,0.0,0.09,Platform
GBA,2004.0,0.01,0.0,0.0,0.0,Racing
PS2,2008.0,0.11,0.09,0.0,0.03,Action
XB,2003.0,0.41,0.43,0.01,0.05,Platform
PS4,2016.0,0.03,0.26,0.0,0.05,Action
PS2,,0.0,0.0,0.12,0.0,Platform
PS2,2002.0,0.04,0.03,0.0,0.01,Action
GBA,2001.0,0.36,0.13,0.0,0.01,Platform
2600,1973.0,0.29,0.3,0.61,0.1,Adventure
DS,2010.0,0.0,0.0,0.02,0.0,Action
WiiU,2013.0,0.17,0.09,0.0,0.03,Action
X360,2008.0,2.04,1.02,0.0,0.32,Action
PSP,2013.0,0.0,0.0,0.01,0.0,Adventure
PS2,2009.0,0.22,0.17,0.0,0.06,Platform
N64,1998.0,0.45,0.33,0.29,0.03,Racing
X360,2011.0,1.48,0.69,0.0,0.2,Action
X360,2013.0,0.08,0.16,0.0,0.03,Racing
PS3,2013.0,0.05,0.01,0.04,0.01,Action
PS3,2012.0,0.0,0.0,0.26,0.0,Action
PS2,2004.0,0.29,0.23,0.0,0.08,Racing
PS2,2004.0,0.03,0.02,0.0,0.01,Action
GBA,2002.0,0.02,0.01,0.0,0.0,Action
PS2,2006.0,0.0,0.0,0.05,0.0,Action
DS,,0.07,,0.0,0.01,Action
3DS,2011.0,0.16,0.16,0.13,0.03,Action
GG,1992.0,0.0,0.0,0.04,0.0,Platform
PS,1996.0,0.23,0.16,0.0,0.03,Racing
PS2,2004.0,1.23,1.11,0.0,0.34,Racing
N64,1998.0,0.23,0.06,0.0,0.0,Racing
GBA,2002.0,0.1,0.04,0.0,0.0,Racing
X360,2010.0,0.1,0.0,0.0,0.01,Platform
PS2,2006.0,0.01,0.01,0.0,0.0,Adventure
X360,2012.0,0.55,0.13,0.0,0.05,Adventure
GBA,2001.0,0.34,0.13,0.0,0.01,Racing
3DS,2016.0,0.0,0.0,0.27,0.0,Adventure
GBA,2003.0,0.21,0.08,0.0,0.01,Racing
PS3,2010.0,0.18,0.18,0.0,0.07,Action
DS,2005.0,0.11,0.01,0.0,0.01,Platform
Wii,2010.0,0.85,0.27,0.13,0.1,Action
PC,2012.0,0.07,0.03,0.0,0.01,Action
PSP,2007.0,0.35,0.18,0.0,0.12,Racing
X360,2014.0,0.05,0.1,0.0,0.01,Adventure
N64,1991.0,0.42,0.1,0.22,0.8,Adventure
N64,1992.0,0.75,0.54,0.75,0.82,Racing
3DS,2014.0,0.0,0.0,0.31,0.0,Action
PC,2011.0,0.04,0.02,0.0,0.01,Action
PC,2008.0,0.01,0.0,0.0,0.0,Action
GEN,1993.0,0.0,0.0,0.07,0.0,Action
PSP,2011.0,0.0,0.0,0.02,0.0,Adventure
PS2,2002.0,0.06,0.05,0.0,0.02,Racing
PS4,2016.0,0.01,0.0,0.0,0.0,Action
PS2,1990.0,0.94,0.32,0.63,0.66,Racing
Wii,2009.0,0.25,0.14,0.0,0.04,Action
PS3,2012.0,0.0,0.0,0.02,0.0,Action
PS4,2016.0,0.03,0.05,,0.02,Action
PS4,2016.0,0.02,0.05,0.0,0.01,Racing
WiiU,2007.0,0.33,0.43,0.69,0.06,Adventure
X360,2011.0,0.13,0.04,0.0,0.01,Action
GC,2004.0,0.7,0.39,0.01,0.03,Racing
PSP,2010.0,0.0,0.0,0.01,0.0,Adventure
3DS,2014.0,0.0,0.0,0.07,0.0,Action
XB,2004.0,0.07,0.02,0.0,0.0,Action
PSP,2010.0,0.0,0.0,0.11,0.0,Action
PS3,2008.0,0.2,0.04,0.0,0.02,Action
PSP,2010.0,0.0,0.0,0.02,0.0,Adventure
PS3,2007.0,0.93,1.1,0.08,0.45,Platform
PS3,2011.0,0.39,0.39,0.0,0.16,Action
3DS,2012.0,0.0,0.0,0.07,0.0,Action
GBA,2002.0,0.15,0.05,0.0,0.0,Action
SNES,1994.0,0.57,0.12,0.71,0.02,Action
PS3,2009.0,2.24,1.31,0.07,0.61,Action
PC,2013.0,0.11,0.06,0.0,0.02,Action
PS4,2015.0,1.03,0.81,0.26,0.38,Action
PS2,2006.0,0.12,0.1,0.03,0.03,Racing
DS,2008.0,0.0,0.0,0.07,0.0,Adventure
PS2,2003.0,0.49,0.38,0.0,0.13,Racing
GBA,2004.0,0.0,0.0,0.41,0.01,Platform
GEN,1994.0,1.24,0.43,0.03,0.12,Platform
PS3,2011.0,0.58,1.04,0.03,0.36,Action
PS3,2010.0,0.06,0.09,0.01,0.03,Action
PC,2008.0,0.0,0.01,0.0,0.0,Adventure
DS,2007.0,0.68,0.82,0.0,0.19,Action
GBA,2002.0,0.16,0.06,0.0,0.0,Platform
XB,,0.76,0.38,0.0,0.05,Action
PSV,2006.0,0.97,0.03,0.43,0.63,Action
PSP,2012.0,0.0,0.0,0.01,0.0,Action
PS2,2005.0,0.02,0.02,0.0,0.01,Action
GBA,2001.0,0.2,0.08,0.0,0.01,Action
WiiU,2009.0,0.28,0.52,0.26,0.84,Action
XB,2002.0,1.54,0.44,0.04,0.07,Action
GBA,2003.0,0.01,0.0,0.0,0.0,Platform
PS2,2007.0,0.09,0.0,0.0,0.74,Action
PC,2009.0,0.0,0.02,0.0,0.0,Racing
PS,1998.0,0.01,0.01,0.0,0.0,Action
X360,2007.0,0.1,0.01,0.0,0.01,Action
XB,2002.0,0.06,0.02,0.0,0.0,Platform
PS3,2009.0,0.07,0.03,0.02,0.01,Action
XB,2005.0,0.06,0.02,0.0,0.0,Action
GB,,0.68,0.31,0.0,0.04,Platform
N64,2001.0,0.53,0.22,0.0,0.02,Platform
XB,2005.0,0.1,0.03,0.0,0.0,Platform
Wii,2007.0,0.32,0.02,0.04,0.03,Platform
XB,2005.0,0.13,0.04,0.0,0.01,Platform
X360,2012.0,0.9,0.61,0.0,0.15,Action
PC,2009.0,0.0,0.03,0.0,0.0,Action
PS2,2008.0,0.06,0.05,0.0,0.02,Racing
PC,2008.0,0.0,0.02,0.0,0.0,Racing
WiiU,2012.0,0.0,0.03,0.0,0.0,Platform
PS,1999.0,0.29,0.2,0.0,0.03,Action
PSP,2009.0,0.0,0.0,0.01,0.0,Adventure
Wii,2011.0,0.06,0.09,0.0,0.02,Racing
PS2,2008.0,0.72,0.03,0.0,0.52,Action
GBA,2002.0,0.22,0.08,0.0,0.01,Racing
SNES,2020.0,0.72,0.11,0.4,1.72,Adventure
PSP,2010.0,0.0,0.0,0.07,0.0,Adventure
PS2,2005.0,0.57,0.02,0.07,0.09,Action
SNES,1994.0,1.26,0.39,0.08,0.06,Platform
DS,2008.0,0.26,0.0,0.0,0.02,Action
DC,2000.0,0.0,0.0,0.13,0.0,Racing
2600,1981.0,0.38,0.02,0.0,0.0,Action
DS,2008.0,0.07,0.0,0.0,0.0,Action
GBA,2005.0,0.05,0.02,0.0,0.0,Adventure
PS4,2014.0,0.06,0.07,0.03,0.03,Action
GC,2002.0,0.16,0.04,0.0,0.01,Action
PS,1999.0,0.47,0.32,0.0,0.06,Action
DS,2008.0,0.61,0.11,0.0,0.06,Action
GBA,2005.0,0.02,0.01,0.0,0.0,Racing
X360,2008.0,0.12,0.06,0.0,0.02,Racing
PS2,2001.0,0.04,0.03,0.0,0.01,Action
3DS,2012.0,0.0,0.12,0.0,0.01,Action
PC,1998.0,0.41,0.0,0.0,0.0,Action
PS2,2004.0,0.13,0.1,0.0,0.03,Racing
PS,1995.0,0.26,0.18,0.0,0.03,Action
DS,2009.0,0.01,0.0,0.0,0.0,Adventure
PS,1998.0,0.0,0.0,0.05,0.0,Racing
PS2,2004.0,0.22,0.17,0.0,0.06,Action
DS,2009.0,0.18,0.43,0.0,0.05,Adventure
TG16,2000.0,0.02,0.21,0.17,0.58,Adventure
DS,2008.0,0.0,0.0,0.08,0.0,Action
GC,2005.0,0.17,0.04,0.0,0.01,Action
DS,2010.0,0.17,0.03,0.0,0.02,Action
PS4,2014.0,0.27,0.25,0.0,0.1,Action
PSV,2015.0,0.0,0.0,0.02,0.0,Action
WiiU,2016.0,0.56,0.3,0.08,0.09,Action
PS3,2011.0,0.07,0.01,0.0,0.01,Adventure
X360,2010.0,0.24,0.08,0.0,0.03,Action
X360,2008.0,2.4,1.01,0.0,0.36,Action
